F1.png	0	100	100	100
F2.png	100	100	100	100
F3.png	200	100	100	100
F4.png	300	100	100	100
F5.png	400	100	100	100
F6.png	500	100	100	100
F7.png	600	100	100	100
F8.png	700	100	100	100
F9.png	800	100	100	100
B1.png	0	200	100	100
B2.png	100	200	100	100
B3.png	200	200	100	100
B4.png	300	200	100	100
B5.png	400	200	100	100
B6.png	500	200	100	100
B7.png	600	200	100	100
B8.png	700	200	100	100
B9.png	800	200	100	100
S1.png	0	0	100	100
S2.png	100	0	100	100
S3.png	200	0	100	100
S4.png	300	0	100	100
S5.png	400	0	100	100
S6.png	500	0	100	100
S7.png	600	0	100	100
S8.png	700	0	100	100
S9.png	800	0	100	100
BD1.png	0	400	100	100
BD2.png	100	400	100	100
BD3.png	200	400	100	100
BD4.png	300	400	100	100
BD5.png	400	400	100	100
BD6.png	500	400	100	100
BD7.png	600	400	100	100
BD8.png	700	400	100	100
BD9.png	800	400	100	100
FD1.png	0	300	100	100
FD2.png	100	300	100	100
FD3.png	200	300	100	100
FD4.png	300	300	100	100
FD5.png	400	300	100	100
FD6.png	500	300	100	100
FD7.png	600	300	100	100
FD8.png	700	300	100	100
FD9.png	800	300	100	100
